"id";"code";"datum";"frist";"pbull";"pneutral";"pbear";"ibull";"ineutral";"ibear";"freigabe"
"1701";"TD";"2003-08-15";"K";"50";"74";"62";"15";"21";"7";"0000-00-00 00:00:00"
"5583";"TD";"2003-08-15";"M";"64";"58";"65";"18";"11";"14";"0000-00-00 00:00:00"
"1702";"TD";"2003-08-22";"K";"58";"50";"71";"23";"14";"15";"0000-00-00 00:00:00"
"5584";"TD";"2003-08-22";"M";"69";"50";"59";"20";"17";"15";"0000-00-00 00:00:00"
"1703";"TD";"2003-08-29";"K";"66";"53";"72";"10";"16";"17";"0000-00-00 00:00:00"
"5585";"TD";"2003-08-29";"M";"65";"58";"63";"23";"10";"10";"0000-00-00 00:00:00"
"1704";"TD";"2003-09-05";"K";"80";"55";"67";"17";"20";"16";"0000-00-00 00:00:00"
"5586";"TD";"2003-09-05";"M";"81";"57";"62";"24";"16";"14";"0000-00-00 00:00:00"
"1705";"TD";"2003-09-12";"K";"44";"68";"101";"11";"15";"22";"0000-00-00 00:00:00"
"5587";"TD";"2003-09-12";"M";"80";"73";"61";"23";"13";"12";"0000-00-00 00:00:00"
"1706";"TD";"2003-09-19";"K";"58";"79";"70";"17";"20";"13";"0000-00-00 00:00:00"
"5588";"TD";"2003-09-19";"M";"87";"68";"52";"23";"15";"12";"0000-00-00 00:00:00"
"1707";"TD";"2003-09-26";"K";"28";"70";"146";"8";"23";"27";"0000-00-00 00:00:00"
"5589";"TD";"2003-09-26";"M";"100";"90";"52";"31";"11";"16";"0000-00-00 00:00:00"
"1708";"TD";"2003-10-03";"K";"63";"115";"118";"14";"29";"23";"0000-00-00 00:00:00"
"5590";"TD";"2003-10-03";"M";"113";"98";"83";"31";"13";"22";"0000-00-00 00:00:00"
"1709";"TD";"2003-10-10";"K";"76";"102";"68";"22";"25";"13";"0000-00-00 00:00:00"
"5591";"TD";"2003-10-10";"M";"97";"82";"67";"33";"10";"17";"0000-00-00 00:00:00"
"1710";"TD";"2003-10-17";"K";"72";"103";"91";"23";"19";"22";"0000-00-00 00:00:00"
"5592";"TD";"2003-10-17";"M";"114";"87";"61";"30";"14";"21";"0000-00-00 00:00:00"
"1711";"TD";"2003-10-24";"K";"57";"86";"129";"12";"21";"32";"0000-00-00 00:00:00"
